,actual,predict
0,0.18970051,0.23582089
1,0.20942464,0.22487563
2,0.19870684,0.23980099
3,0.18610436,0.26666668
4,0.20300336,0.2885572
5,0.23047149,0.29850745
6,0.25211146,0.30945274
7,0.26182652,0.3044776
8,0.2724255,0.3004975
9,0.2676191,0.2995025
10,0.26376042,0.40895522
11,0.2627938,0.40099502
12,0.36457124,0.3761194
13,0.35747865,0.3522388
14,0.3350015,0.2925373
15,0.31297746,0.23383084
16,0.2560065,0.21293533
17,0.19654453,0.2119403
18,0.1713332,0.21791045
19,0.51604706,0.23681591
20,0.4316344,0.42900455
21,0.4859579,0.30469933
22,0.38222027,0.3183426
23,0.26783368,0.40171805
24,0.2809666,0.4527539
25,0.35812488,0.43911067
26,0.402728,0.4259727
27,0.39099976,0.39413846
28,0.37957114,0.36230418
29,0.3513305,0.35169277
30,0.32231364,0.9469429
31,0.31246883,0.9398686
32,0.8557353,0.91763514
33,0.84940803,0.8954017
34,0.8293096,0.7054068
35,0.80888784,0.5159171
36,0.6211405,0.44871148
37,0.45516837,0.4431531
38,0.39926788,0.46184942
39,0.469388,0.52905506
40,0.58004445,0.6504083
41,0.56063044,0.65725005
42,0.5667054,0.63473845
43,0.5728045,0.59788126
44,0.5534422,0.5661002
45,0.5228436,0.54403
46,0.49623415,0.52218056
47,0.4778811,0.5321121
48,0.46020213,0.5420437
49,0.46819675,0.54535425
50,0.47626296,0.51887
51,0.4789656,0.5171044
52,0.4575453,0.51158684
53,0.45612487,0.50629
54,0.45167077,0.5579342
55,0.44737288,0.6093578
56,0.48935708,0.64290446
57,0.53247297,0.6671816
58,0.5600932,0.6755683
59,0.41942933,0.65129113
60,0.83892035,0.92422223
61,0.8373117,0.9217778
62,0.8352978,0.9173889
63,0.8330789,0.9115555
64,0.8290851,0.9045
65,0.82375747,0.8957222
66,0.81728375,0.88611114
67,0.80918443,0.87505555
68,0.8002583,0.86333334
69,0.7899159,0.8592778
70,0.77886224,0.951
71,0.7750169,0.9504167
72,0.85934925,0.9485
73,0.8588303,0.94619447
74,0.8571235,0.9432222
75,0.8550674,0.9393333
76,0.85241157,0.9357778
77,0.8489279,0.9323889
78,0.84573436,0.92955554
79,0.36780167,0.9286111
80,0.2949122,0.30053258
81,0.27799472,0.285823
82,0.26379442,0.26933807
83,0.2494286,0.25234592
84,0.23313197,0.23687547
85,0.21611619,0.22495562
86,0.19984654,0.2137966
87,0.18620086,0.20644179
88,0.17243752,0.20010145
89,0.16299284,0.19807254
90,0.15482496,0.76185644
91,0.15220624,0.7402993
92,0.6794015,0.6753741
93,0.6574005,0.6107025
94,0.5898464,0.53740805
95,0.5335953,0.46436724
96,0.47247532,0.41922393
97,0.412599,0.38802943
98,0.373649,0.36114633
99,0.1286405,0.3421253
