,0,0
0,,0.05986528
1,0.0,0.05986528
2,0.0,0.06098887
3,0.0,0.05986528
4,0.0,0.05986528
5,0.0,0.05986528
6,0.04040404,0.05986528
7,0.0,0.05986528
8,0.0,0.06851216
9,0.0,0.05986528
10,0.0,0.05986528
11,0.0,0.05986528
12,0.0,0.05986528
13,0.0,0.05986528
14,0.0,0.05986528
15,0.0,0.05986528
16,0.0,0.05986528
17,0.0,0.05986528
18,,0.05986528
19,0.0,0.07617293
20,0.0,0.05986528
21,0.0,0.05986528
22,0.0,0.05986528
23,0.0,0.05986528
24,0.0,0.05986528
25,,0.05986528
26,0.0,0.05986528
27,0.0,0.13570406
28,0.0,0.05986528
29,0.0,0.05986528
30,0.0,0.05986528
31,0.0,0.05986528
32,0.0,0.05986528
33,0.0,0.05986528
34,0.0,0.05986528
35,0.0,0.05986528
36,0.0,0.05986528
37,0.0,0.05986528
38,0.0,0.05986528
39,,0.07617293
40,,0.05986528
41,0.0,0.05986528
42,0.0,0.13570406
43,0.0,0.05986528
44,0.0,0.05986528
45,0.0,0.05986528
46,0.0,0.05986528
47,0.0,0.05986528
48,0.0,0.05986528
49,0.0,0.05986528
50,0.0,0.05986528
51,0.0,0.05986528
52,0.0,0.05986528
53,0.0,0.05986528
54,0.0,0.05986528
55,,0.05986528
56,0.0,0.05986528
57,0.0,0.13570406
58,0.0,0.05986528
59,0.0,0.07617293
60,0.23809524,0.13546745
61,0.4047619,0.15511395
62,0.35714287,0.1105858
63,,0.14531484
64,0.4047619,0.13546745
65,0.38095236,0.13844644
66,0.26190478,0.14531484
67,0.38095236,0.14039718
68,0.35714287,0.11559772
69,,0.14039718
70,0.16666667,0.13546745
71,,0.13391311
72,0.33333337,0.09544353
73,0.21428572,0.1279314
74,,0.13052538
75,0.38095236,0.105546735
76,,0.124804914
77,0.33333337,0.14039718
78,0.23809524,0.11950883
79,0.33333337,0.07617295
80,0.0,0.09721295
81,0.19999999,0.059865285
82,,0.059865285
83,0.125,0.10251776
84,0.07500002,0.05848305
85,,0.086586945
86,0.07500002,0.075922236
87,,0.08326678
88,0.025000006,0.075922236
89,-0.09999999,0.08018737
90,0.225,0.06521397
91,0.15,0.0384268
92,0.0,0.10781735
93,0.24999997,0.09190279
94,0.125,0.059865285
95,0.15,0.1130938
96,,0.086586945
97,0.07500002,0.09190279
98,0.15,0.08326678
99,0.17499998,0.07617295
