,actual,predict
0,0.7925654,0.9586374
1,0.86766446,1.1323068
2,0.1659119,1.2191415
3,0.7925654,1.3059762
4,0.9418511,1.3059762
5,1.0153494,1.1323068
6,1.0881495,1.1323068
7,1.0881495,1.3059762
8,0.9418511,1.1323068
9,0.9418511,1.1323068
10,1.0881495,1.0454721
11,0.9418511,1.2191415
12,0.9418511,1.2191415
13,0.86766446,1.1323068
14,1.0153494,1.1323068
15,1.0153494,1.1323068
16,0.9418511,1.1323068
17,0.9418511,1.1323068
18,0.9418511,1.3928108
19,0.9418511,1.2191415
20,0.9418511,1.1323068
21,1.1602435,1.2191415
22,1.0153494,0.9586374
23,0.9418511,0.9586374
24,1.0153494,0.9586374
25,0.7925654,1.2191415
26,0.7925654,0.9586374
27,0.7925654,1.0454721
28,1.0153494,1.0454721
29,0.7925654,1.3059762
