,actual,predict
0,0.8054967,0.84210515
1,0.7317569,0.81578946
2,0.75548804,0.8684211
3,0.7317569,0.9210527
4,0.78006923,0.84210515
5,0.83176494,0.8684211
6,0.75548804,0.9210527
7,0.78006923,0.89473677
8,0.83176494,0.76315784
9,0.8054967,0.89473677
10,0.68578184,0.87171054
11,0.8054967,0.9210527
12,0.78320134,0.9210527
13,0.83176494,0.89473677
14,0.83176494,0.89473677
15,0.8054967,0.89473677
16,0.8054967,0.73684204
17,0.8054967,0.76315784
18,0.6640878,0.73684204
19,0.70022,0.89473677
20,0.80549705,0.8421054
21,0.80549705,0.8684211
22,0.75548816,0.8684211
23,0.78006923,0.894737
24,0.78006923,0.894737
25,0.80549705,0.894737
26,0.80549705,0.8684211
27,0.80549705,0.894737
28,0.78006923,0.894737
29,0.80549705,0.894737
30,0.80549705,0.88815784
31,0.80549705,0.894737
32,0.7990607,0.894737
33,0.80549705,0.8684211
34,0.80549705,0.8684211
35,0.78006923,0.8684211
36,0.78006923,0.8684211
37,0.78006923,0.8684211
38,0.78006923,0.76315784
39,0.3650919,0.8684211
