,0,0
0,0.9774173,0.80544496
1,1.0636331,0.73681855
2,1.1067411,0.9298646
3,1.1929568,1.0126499
4,,1.054161
5,1.4084964,1.1381532
6,1.4947122,1.0213495
7,1.580928,1.348481
8,1.624036,1.4324331
9,1.667144,1.5161513
10,1.7102517,1.5579311
11,1.7102517,1.5996635
12,1.7102517,1.6413797
13,1.7102517,1.6413797
14,,1.6413797
15,1.667144,1.6413797
16,1.7102517,1.567964
17,1.7102517,1.5996635
18,1.7533597,1.6413797
19,1.7533597,1.6413797
20,1.7533597,1.683052
21,,1.683052
22,1.7533597,1.683052
23,1.7102517,1.604352
24,1.667144,1.683052
25,1.624036,1.6413797
26,1.580928,1.5996635
27,1.4947122,1.5579311
28,1.4516044,1.5161513
29,1.3653884,1.4324331
30,1.3222806,1.3904866
31,,1.3064209
32,,1.2643205
33,0.9774173,1.2620574
34,0.84809357,1.2222278
35,0.7187698,0.9298646
36,0.632554,0.80544496
37,0.5463382,0.68018234
38,0.5032302,0.5962638
39,0.46012235,0.5124746
40,0.41701445,0.47076485
41,0.37390652,0.42928958
42,0.33079863,0.38808537
43,0.2445828,0.34697115
44,0.15836696,0.30587047
45,0.07215115,0.22407684
46,-0.0140646715,0.14420295
47,-0.10028049,0.06467345
48,-0.1433884,-0.0151818935
49,-0.18649632,-0.09733204
50,-0.18649632,-0.1382933
51,-0.18649632,-0.1791833
52,-0.18649632,-0.1791833
53,-0.18649632,-0.1791833
54,-0.22960423,-0.1791833
55,-0.27271214,-0.1791833
56,-0.31582007,-0.21998629
57,-0.35892797,-0.260696
58,-0.4020359,-0.30131128
59,-0.4451438,-0.3418429
60,-0.4451438,-0.3822719
61,-0.4451438,-0.42261365
62,-0.4451438,-0.42261365
63,-0.4020359,-0.42261365
64,-0.35892797,-0.42261365
65,-0.35892797,-0.3822719
66,-0.35892797,-0.3418429
67,-0.4020359,-0.3418429
68,-0.4020359,-0.3418429
69,-0.4451438,-0.3822719
70,-0.4451438,-0.3822719
71,-0.4451438,-0.42261365
72,-0.4451438,-0.42261365
73,-0.4451438,-0.42261365
74,,-0.42261365
75,-0.4451438,-0.42261365
76,-0.4451438,-0.3949979
77,-0.4451438,-0.42261365
78,-0.4451438,-0.42261365
79,-0.4451438,-0.42261365
80,-0.4451438,-0.42261365
81,-0.4451438,-0.42261365
82,-0.4020359,-0.42261365
83,-0.35892797,-0.42261365
84,-0.31582007,-0.3822719
85,-0.27271214,-0.3418429
86,-0.27271214,-0.30131128
87,,-0.260696
88,-0.27271214,-0.260696
89,-0.31582007,-0.24902213
90,-0.4020359,-0.260696
