,actual,predict
0,-2.5724595,-1.3054465
1,-2.4840317,-1.201049
2,-2.5000865,-1.2125112
3,-2.4824069,-1.3965416
4,-2.2743158,-1.4300883
5,-1.9994199,-1.2561617
6,-1.7224004,-1.1183653
7,-1.6469744,-1.152301
8,-1.5987827,-1.3237593
9,-1.618057,-1.558453
10,-2.0358274,-1.9084029
11,-2.3874178,-2.115653
12,-2.4167397,-2.0444696
13,-2.2738917,-1.9945625
14,-2.1515403,-1.8774086
15,-2.2376273,-1.5910488
16,-2.3495681,-1.4020839
17,-2.2848551,-1.4339175
18,-1.911022,-1.2728736
19,-1.4367735,-0.88210124
20,-1.2012714,-0.8335706
21,-1.2643467,-1.0151194
22,-1.3215187,-1.1396775
23,-0.98961455,-1.1820403
24,-0.68179107,-0.9549258
25,-0.6547228,-0.6335965
26,-0.72116536,-0.57013786
27,-0.6790109,-0.66429955
28,-0.41553947,-0.8321235
29,-0.15871327,-1.096655
