,actual,predict
0,0.27776706,0.25784826
1,0.27910382,0.2528351
2,0.27215847,0.25727108
3,0.26805866,0.2896822
4,0.26612082,0.31213793
5,0.26781443,0.30667716
6,0.28175834,0.29559878
7,0.29169527,0.29199058
8,0.28925803,0.2963711
9,0.2843546,0.30843556
10,0.28276944,0.33122793
11,0.28469464,0.34378925
12,0.2900414,0.33728352
13,0.30032042,0.3314287
14,0.3060848,0.32901433
15,0.30309048,0.32125118
16,0.30041197,0.31014648
17,0.2993119,0.30825114
18,0.29579243,0.32299954
19,0.2908049,0.33443353
20,0.28995916,0.3246979
21,0.2965827,0.30751836
22,0.30178472,0.29769576
23,0.2973517,0.30091417
24,0.2896326,0.31233495
25,0.28527853,0.3162867
26,0.2867004,0.31155118
27,0.29178342,0.3085122
28,0.29355586,0.31044158
29,0.29143274,0.31267726
