,0,0
0,0.12279694,0.28220922
1,0.11135741,0.26013994
2,0.10506295,0.19580346
3,0.12093596,0.18854412
4,,0.18455166
5,0.088861525,0.19462223
6,0.19852217,0.22097926
7,0.63188285,0.17428151
8,0.91056377,0.24396826
9,0.72750413,0.52315116
10,,0.7056524
11,,0.5855226
12,0.14293924,0.6061072
13,0.11995074,0.51622003
14,0.11863711,0.20859617
15,0.134948,0.19399689
16,0.12569787,0.19316319
17,0.12936509,0.20351917
18,0.12186645,0.19764504
19,0.12695676,0.32453343
20,0.35951892,0.32546672
21,0.33654785,0.3288333
22,,0.34699658
23,0.33654785,0.33224526
24,0.34803337,0.33966485
25,0.33654785,0.33224526
26,0.32598332,0.33961883
27,0.32598332,0.33224526
28,0.33654785,0.32546672
29,0.32598332,0.32546672
30,,0.33224526
31,0.32598332,0.32546672
32,0.34803337,0.3288333
33,0.33654785,0.32546672
34,0.32598332,0.33961883
35,0.34803337,0.33224526
36,0.34803337,0.32546672
37,,0.33961883
38,0.32598332,0.33961883
39,,0.32454276
40,,0.502843
41,0.5596501,0.52728146
42,0.5596501,0.45472538
43,,0.47621378
44,0.48121595,0.47621378
45,0.51878405,0.43498537
46,0.48121595,0.4254245
47,0.44020647,0.44972798
48,0.44020647,0.4254245
49,0.51878405,0.39894417
50,0.51878405,0.39894417
51,0.5596501,0.44972798
52,0.5596501,0.44972798
53,0.51878405,0.47621378
54,,0.47621378
55,0.5596501,0.44972798
56,0.6382277,0.43498537
57,0.6382277,0.47621378
58,0.5596501,0.52728146
59,0.6382277,0.32458165
60,0.35034543,0.34962067
61,0.37580132,0.34962067
62,,0.34110364
63,0.36360243,0.3574628
64,0.38912055,0.33533657
65,0.37580132,0.34962067
66,0.38912055,0.3660306
67,0.38912055,0.3574628
68,,0.3660306
69,0.37580132,0.3660306
70,0.37580132,0.3536565
71,,0.3574628
72,0.36360243,0.3574628
73,0.35034543,0.34735635
74,0.37580132,0.34962067
75,0.42795792,0.34110364
76,0.38912055,0.3574628
77,0.36360243,0.3910453
78,0.36360243,0.3660306
79,,0.32454798
