,actual,predict
0,0.7536058,94.484985
1,0.7632212,95.60508
2,0.75240386,95.80803
3,0.74158657,95.42788
4,0.73677886,95.525154
5,0.7355769,95.61419
6,0.7283654,95.82063
7,0.7115385,95.161644
8,0.69471157,95.52145
9,0.6670673,95.62877
10,0.6394231,95.78454
11,0.63100964,94.9417
12,1.0036058,95.54427
13,0.9927885,95.61902
14,0.9579328,95.75565
15,0.9242788,94.75991
16,0.8473558,95.54097
17,0.77163464,93.06071
18,0.7439904,92.99145
19,0.74158657,93.03271
20,0.35638046,90.64289
21,0.43111038,9.273343
22,0.36044312,8.850871
23,0.28977966,9.224771
24,0.29893112,9.231405
25,0.3482437,9.26674
26,0.36400223,9.373794
27,0.31367493,9.126782
28,0.2633438,9.224256
29,0.23588943,9.274394
30,0.20894623,9.369454
31,0.19979477,8.991288
32,0.90594864,9.222684
33,0.9039116,9.277994
34,0.8978119,9.359706
35,0.8917122,8.926391
36,0.6344681,9.233911
37,0.3767128,8.024034
38,0.3029976,8.032174
39,0.32079315,7.9557753
40,0.7437458,93.785194
41,0.73563194,93.082115
42,0.7579446,94.58524
43,0.77958107,93.28611
44,0.7836375,93.26829
45,0.7775526,93.09847
46,0.77822876,93.0225
47,0.79242754,93.36193
48,0.8066263,93.297966
49,0.8194723,93.10532
50,0.8329954,92.71393
51,0.83705187,93.804665
52,0.2021637,93.299736
53,0.23056126,93.09019
54,0.31575394,92.70446
55,0.40094662,94.12838
56,0.54901934,97.47492
57,0.6964164,97.42832
58,0.74915504,97.42791
59,0.75388813,97.63443
60,0.92665285,95.758026
61,0.9275742,90.72736
62,0.931176,90.78438
63,0.93488944,90.74459
64,0.93737435,90.73824
65,0.93930084,90.730865
66,0.9398593,90.766594
67,0.93737435,90.74134
68,0.934694,90.73972
69,0.93131566,90.73898
70,0.9274905,90.81168
71,0.92612237,90.74645
72,0.9209292,90.74098
73,0.9209571,90.730415
74,0.92109674,90.71381
75,0.9212921,90.76306
76,0.92249274,90.94645
77,0.9240004,90.94611
78,0.92556393,90.94547
79,0.92695993,90.95946
80,0.54478174,93.06388
81,0.5363613,101.91165
82,0.5258994,102.04521
83,0.51594794,101.97917
84,0.5011482,101.957115
85,0.48405203,101.91712
86,0.46772128,102.11461
87,0.4524113,101.97668
88,0.43735644,101.95753
89,0.4136259,101.93273
90,0.39015052,102.16651
91,0.3824955,101.96897
92,0.98366916,101.961624
93,0.94590443,101.92809
94,0.8328654,102.180885
95,0.7198264,101.98192
96,0.6391936,102.5519
97,0.55856085,102.55204
98,0.5361061,102.54734
99,0.54248524,102.59011
