,0,0
0,0.014830508,0.05048567
1,0.006355932,0.04117921
2,0.021186441,0.048417166
3,0.021186441,0.044280775
4,0.0,0.05151999
5,0.006355932,0.05151999
6,0.04661017,0.04117921
7,0.006355932,0.044280775
8,0.002118644,0.06393744
9,0.021186441,0.044280775
10,,0.04221288
11,0.08262712,0.05151999
12,,0.047303088
13,0.0,0.08154246
14,0.0,0.051845618
15,,0.04117921
16,0.019067796,0.04117921
17,0.021186441,0.046380475
18,0.010593221,0.05048567
19,0.0,0.05151999
20,0.016949153,0.046348877
21,0.0,0.04117921
22,0.0,0.049451396
23,0.042372882,0.04117921
24,0.0,0.04117921
25,0.0,0.061867207
26,,0.04117921
27,0.0,0.04117921
28,0.0,0.046380475
29,0.0,0.04117921
30,,0.04117921
31,,0.04117921
32,0.0,0.046380475
33,0.0,0.046380475
34,0.0,0.04117921
35,0.0,0.04117921
36,0.0,0.04117921
37,0.0,0.04117921
38,0.0,0.04117921
39,,0.04117921
40,,0.04117921
41,0.0,0.046380475
42,,0.046380475
43,0.0,0.04117921
44,0.0,0.051022246
45,0.0,0.04117921
46,0.0,0.04117921
47,0.0,0.04117921
48,0.0,0.04117921
49,,0.04117921
50,0.0,0.04117921
51,0.0,0.046380475
52,,0.04117921
53,0.0,0.04117921
54,,0.046380475
55,0.0,0.04117921
56,0.0,0.051022246
57,0.06355932,0.04117921
58,0.0,0.04117921
59,0.0,0.07222038
60,0.052966103,0.04117921
61,0.0,0.04117921
62,0.0,0.06704317
63,0.0,0.04117921
64,0.0,0.04117921
65,,0.04117921
66,0.06567796,0.04117921
67,0.0,0.046380475
68,0.0,0.07325596
69,0.0,0.04117921
70,,0.04117921
71,0.0,0.04117921
72,0.0,0.046380475
73,,0.04117921
74,0.0,0.04117921
75,0.010593221,0.046380475
76,0.0,0.04117921
77,0.15677966,0.046348877
78,0.03177966,0.04117921
79,0.038135592,0.1178326
80,0.03601695,0.056692533
81,0.025423728,0.059797168
82,0.1292373,0.058762223
83,0.004237288,0.053588785
84,0.048728812,0.10434648
85,0.118644066,0.0432468
86,0.11440678,0.06497263
87,0.1292373,0.09916167
88,0.16525424,0.09708809
89,0.004237288,0.10434648
90,0.11016949,0.12198382
91,,0.0432468
92,,0.09501469
93,0.029661017,0.048225746
94,0.008474576,0.094433755
95,0.010593221,0.055657826
96,0.008474576,0.045314796
97,0.23728813,0.046348877
98,0.033898305,0.045314796
99,,0.08050455
100,0.0,0.04117921
101,0.0,0.04117921
102,0.0,0.04117921
103,0.0,0.04117921
104,0.0,0.04117921
105,0.0,0.04117921
106,0.0,0.04117921
107,0.0,0.04117921
108,0.0,0.04117921
109,0.0,0.04117921
110,0.0,0.04117921
111,0.0,0.04117921
112,0.0,0.04117921
113,0.0,0.04117921
114,0.0,0.04117921
115,0.0,0.04117921
116,0.0,0.04117921
117,0.0,0.04117921
118,0.0,0.04117921
119,0.0,0.04117921
120,0.0,0.04117921
121,0.0,0.04117921
122,,0.04117921
123,0.0,0.04117921
124,0.0,0.056787387
125,0.0,0.04117921
126,0.0,0.04117921
127,0.0,0.04117921
128,0.0,0.04117921
129,0.0,0.04117921
130,0.0,0.04117921
131,0.0,0.04117921
132,0.0,0.04117921
133,0.0,0.04117921
134,0.0,0.04117921
135,0.0,0.04117921
136,,0.04117921
137,0.0,0.04117921
138,0.0,0.056787387
139,0.0,0.04117921
140,0.0,0.04117921
141,0.0,0.04117921
142,0.0,0.04117921
143,0.0,0.04117921
144,0.0,0.04117921
145,0.0,0.04117921
146,0.0,0.04117921
147,0.0,0.04117921
148,0.0,0.04117921
149,0.0,0.04117921
150,0.0,0.04117921
151,0.0,0.04117921
152,0.0,0.04117921
153,0.0,0.04117921
154,0.0,0.04117921
155,0.0,0.04117921
156,,0.04117921
157,0.0,0.04117921
158,0.0,0.056787387
159,0.0,0.04117921
160,0.0,0.04117921
161,,0.04117921
162,0.0,0.04117921
163,0.0,0.056787387
164,0.0,0.04117921
165,0.0,0.04117921
166,0.0,0.04117921
167,0.0,0.04117921
168,0.0,0.04117921
169,,0.04117921
170,0.0,0.04117921
171,0.0,0.056787387
172,0.0,0.04117921
173,0.0,0.04117921
174,0.0,0.04117921
175,0.0,0.04117921
176,0.0,0.04117921
177,0.0,0.04117921
178,0.0,0.04117921
179,0.0,0.04117921
180,0.0,0.04117921
181,0.0,0.04117921
182,0.0,0.04117921
183,0.0,0.04117921
184,0.0,0.04117921
185,0.0,0.04117921
186,0.0,0.04117921
187,0.0,0.04117921
188,0.0,0.04117921
189,,0.04117921
190,0.0,0.04117921
191,0.0,0.056787387
192,0.0,0.04117921
193,,0.04117921
194,0.0,0.04117921
195,0.0,0.056787387
196,0.0,0.04117921
197,0.0,0.04117921
198,0.0,0.04117921
199,0.0,0.08050455
200,0.0,0.04117921
201,0.0,0.04117921
202,0.0,0.04117921
203,0.0,0.04117921
