,actual,predict
0,0.46058413,0.7599828
1,0.5958497,0.723326
2,0.6657433,0.7010102
3,0.629782,0.70307255
4,0.608861,0.6983873
5,0.61076355,0.70546037
6,0.60645026,0.7106013
7,0.6129742,0.6059737
8,0.6177625,0.41536856
9,0.52728635,0.3004716
10,0.40421095,0.23337796
11,0.36230877,0.18137936
12,0.36030313,0.19329895
13,0.36460477,0.24354114
14,0.3631964,0.3063993
15,0.36002114,0.38781002
16,0.36300856,0.50041723
17,0.3909602,0.62462103
18,0.45234543,0.732251
19,0.4471952,0.8303402
20,0.3615123,0.2807809
21,0.36073533,0.2711506
22,0.360552,0.34989125
23,0.36017817,0.5048515
24,0.37460598,0.6255055
25,0.45515496,0.7132319
26,0.5429969,0.7533131
27,0.62022775,0.67997277
28,0.6590526,0.5617399
29,0.58978206,0.5169567
30,0.49383432,0.50299585
31,0.46297604,0.45937985
32,0.4539756,0.41116467
33,0.42775446,0.39267278
34,0.40211535,0.4353013
35,0.39321485,0.5153277
36,0.4145109,0.54877025
37,0.46191067,0.539964
38,0.48458585,0.5767903
39,0.4582709,0.6603646
40,0.49008727,0.54475826
41,0.49956238,0.5094902
42,0.48177645,0.47749758
43,0.4581258,0.4540129
44,0.43829736,0.450574
45,0.42472658,0.46600145
46,0.42280945,0.50399786
47,0.43155012,0.51563823
48,0.4546118,0.47733974
49,0.4621134,0.4140908
50,0.43820336,0.3423364
51,0.40357116,0.34494066
52,0.37160748,0.39679676
53,0.37263134,0.41612586
54,0.39515492,0.42810038
55,0.40459123,0.4515332
56,0.4107206,0.4730553
57,0.42334238,0.49750352
58,0.43566644,0.5188378
59,0.44801483,0.47806725
60,0.3600622,0.3289236
61,0.36270344,0.3400262
62,0.3669332,0.3860263
63,0.37070787,0.47839323
64,0.3901421,0.5626405
65,0.43883142,0.59617656
66,0.49448588,0.6273888
67,0.5196227,0.6495221
68,0.5445422,0.66051656
69,0.5631035,0.6986825
70,0.5725981,0.72226286
71,0.6067211,0.6870555
72,0.6287686,0.60183537
73,0.59614843,0.5594234
74,0.52403146,0.58322734
75,0.49216378,0.5612612
76,0.50971544,0.49319768
77,0.49348843,0.45632878
78,0.44783473,0.4847029
79,0.39369187,0.5346671
