,actual,predict
0,0.36422068,0.23589912
1,0.34067127,0.20785569
2,0.30762172,0.23261374
3,0.2923373,0.2655557
4,0.30582705,0.288704
5,0.32387075,0.29939067
6,0.3366147,0.32182905
7,0.34251606,0.37709928
8,0.35494378,0.41659138
9,0.3857685,0.4254835
10,0.40797842,0.41537943
11,0.41300043,0.38399854
12,0.4072945,0.34517625
13,0.3896375,0.3186424
14,0.36792785,0.31101096
15,0.3531758,0.29995617
16,0.34894583,0.29582578
17,0.3428286,0.30013543
18,0.34054622,0.28354624
19,0.5160669,0.29194853
20,0.528022,0.4502997
21,0.49263105,0.35613042
22,0.427057,0.34080568
23,0.37403843,0.36365607
24,0.36549318,0.39701146
25,0.3782433,0.39887783
26,0.39694765,0.41192353
27,0.39799753,0.5471388
28,0.40534523,0.7061061
29,0.4824864,0.7475738
30,0.5754541,0.74911827
31,0.6001062,0.7667415
32,0.6010274,0.7305118
33,0.6115568,0.660689
34,0.589943,0.60315216
35,0.5486438,0.55492014
36,0.51496506,0.5488419
37,0.48698002,0.5457847
38,0.48346943,0.46904713
39,0.4935992,0.41164142
40,0.29698136,0.23989327
41,0.3064455,0.24002935
42,0.30980507,0.26089326
43,0.30987945,0.2942067
44,0.32131037,0.31993386
45,0.339652,0.3299391
46,0.35389218,0.319647
47,0.35944793,0.29896766
48,0.35373303,0.26778838
49,0.34228227,0.23581547
50,0.3250976,0.22375363
51,0.30757603,0.22826912
52,0.30099246,0.23116426
53,0.30345538,0.23251165
54,0.3050356,0.24727292
55,0.3057713,0.26635525
56,0.31384316,0.2653367
57,0.32431003,0.25999522
58,0.32375047,0.26236182
59,0.48132268,0.24895763
60,0.5986199,0.5357873
61,0.5342763,0.45808977
62,0.47594154,0.39199847
63,0.43148196,0.36373946
64,0.39412954,0.3493949
65,0.37828997,0.33026165
66,0.37027973,0.36538512
67,0.35962716,0.46404478
68,0.3792102,0.6049739
69,0.4348686,0.73400176
70,0.51602644,0.80660796
71,0.59201956,0.86768043
72,0.63548523,0.8597387
73,0.67243546,0.75584555
74,0.6676105,0.6907443
75,0.6050433,0.65469795
76,0.5663635,0.584189
77,0.5451221,0.5218118
78,0.50393534,0.5050626
79,0.39686942,0.5256832
