,actual,predict
0,0.9509935,0.76008546
1,0.8026649,0.5815925
2,0.6678116,1.1170714
3,0.5442006,0.9385784
4,0.4310459,0.849332
5,0.3276768,1.0278249
6,0.23345408,1.2063179
7,0.14776504,1.2955643
8,0.070082165,0.76008546
9,7.226481e-05,1.1170714
10,-0.06252645,1.0278249
11,-0.11807344,1.2063179
12,-0.16701567,1.1170714
13,-0.20915273,0.849332
14,-0.24415821,1.0278249
15,-0.2729294,1.1170714
16,-0.2964856,1.0278249
17,-0.31571087,0.9385784
18,-0.33136007,1.3848108
19,-0.34407094,1.1170714
20,-0.35437843,0.76008546
21,-0.3627256,0.9385784
22,-0.36947873,1.1170714
23,-0.37493774,0.76008546
24,-0.3793473,1.2063179
25,-0.38290718,0.9385784
26,-0.38577977,0.9385784
27,-0.38809684,0.9385784
28,-0.38996518,1.0278249
29,-0.39147136,0.9385784
