,actual,predict
0,-1.3177179,-0.4471605
1,-1.1343683,-0.8844043
2,-1.0018063,-0.8844043
3,-0.90264505,-0.7095068
4,-0.8266523,-0.62205803
5,-0.767365,-0.272263
6,-0.72047824,-0.8844043
7,-0.68300647,-2.3710334
8,-0.65281117,-2.3710334
9,-0.6283149,-0.8844043
10,-0.608326,-0.7095068
11,-0.5919467,-0.7969556
12,-0.57847947,-0.7969556
13,-0.5673706,-0.7969556
14,-0.5581806,-0.7969556
15,-0.5505639,-0.7969556
16,-0.54424024,-0.7969556
17,-0.53898305,-0.7969556
18,-0.5346078,0.16498084
19,-0.5309617,-0.00991669
20,-0.5279206,-0.272263
21,-0.52537984,-0.35971174
22,-0.52325755,-0.4471605
23,-0.5214842,0.077532075
24,-0.5200019,0.077532075
25,-0.5187625,-0.097365454
26,-0.51772606,-0.00991669
27,-0.5168592,-0.7095068
28,-0.5161339,-1.6714432
29,-0.515527,-1.6714432
