,actual,predict
0,-5.2521253,0.9671471
1,-5.547313,1.2272494
2,-5.5545664,0.7937456
3,-5.554735,0.9671471
4,-5.554739,0.8804463
5,-5.554739,1.0538479
6,-5.554739,1.3139502
7,-5.554739,0.8804463
8,-5.554739,0.9671471
9,-5.554739,1.0538479
10,-5.554739,1.1405486
11,-5.554739,1.3139502
12,-5.554739,1.0538479
13,-5.554739,1.0538479
14,-5.554739,1.5740525
15,-5.554739,1.4873518
16,-5.554739,1.2272494
17,-5.554739,1.1405486
18,-5.554739,0.9671471
19,-5.554739,1.2272494
20,-5.554739,1.6607533
21,-5.554739,1.6607533
22,-5.554739,1.3139502
23,-5.554739,1.1405486
24,-5.554739,1.0538479
25,-5.554739,1.1405486
26,-5.554739,1.1405486
27,-5.554739,1.1405486
28,-5.554739,1.0538479
29,-5.554739,1.0538479
