,actual,predict
0,0,68
1,0,63
2,0,62
3,0,59
4,0,69
5,0,33
6,0,42
7,0,37
8,0,61
9,0,34
10,0,34
11,0,56
12,0,68
13,0,73
14,0,43
15,0,43
16,0,69
17,0,67
18,0,67
19,0,67
20,0,70
21,0,69
22,0,76
23,0,72
24,0,70
25,0,73
26,0,70
27,0,71
28,0,70
29,0,71
30,0,71
31,0,72
32,0,69
33,0,75
34,0,72
35,0,70
36,0,70
37,0,67
38,0,68
39,0,63
40,0,64
41,0,65
42,0,65
43,0,67
44,0,67
45,0,61
46,0,61
47,0,52
48,0,58
49,0,50
50,0,62
51,0,62
52,0,62
53,0,64
54,0,58
55,0,58
56,0,58
57,0,46
58,0,62
59,0,50
60,0,50
61,0,64
62,0,68
63,0,37
64,0,30
65,0,33
66,0,29
67,1,20
68,0,20
69,1,30
70,1,30
71,1,38
72,1,30
73,1,46
74,0,36
75,1,36
76,0,36
77,0,41
78,0,34
79,0,34
80,0,43
81,0,61
82,0,64
83,0,61
84,0,61
85,0,55
86,0,57
87,0,63
88,0,63
89,0,61
90,0,48
91,0,72
92,0,71
93,0,71
94,0,54
95,0,53
96,0,56
97,0,61
98,0,64
99,0,73
100,0,73
101,0,73
102,0,72
103,0,70
104,0,69
105,0,70
106,0,70
107,0,70
108,0,72
109,0,68
110,0,70
111,0,73
112,0,67
113,0,70
114,0,72
115,0,70
116,0,68
117,0,71
118,0,64
119,0,61
120,0,54
121,0,67
122,0,67
123,0,68
124,0,62
125,0,62
126,0,62
127,0,67
128,0,67
129,0,67
130,0,55
131,0,61
132,0,61
133,0,61
134,0,51
135,0,61
136,0,61
137,0,61
138,0,51
139,0,58
140,0,58
141,0,58
142,0,62
143,0,58
144,0,37
145,0,40
146,0,55
147,0,45
148,0,45
149,0,39
150,0,53
151,0,51
152,0,40
153,0,40
154,0,64
155,0,64
156,0,44
157,0,41
158,0,42
159,0,50
160,0,58
161,0,38
162,0,42
163,0,42
164,0,52
165,0,50
166,0,49
167,0,49
168,0,56
169,0,60
170,0,55
171,0,60
172,0,62
173,0,63
174,0,63
175,0,70
176,0,70
177,0,71
178,0,71
179,0,69
180,0,69
181,0,72
182,0,69
183,0,69
184,0,70
185,0,70
186,0,70
187,0,70
188,0,74
189,0,71
190,0,71
191,0,71
192,0,69
193,0,70
194,0,72
195,0,64
196,0,70
197,0,70
198,0,67
199,0,66
200,0,66
201,0,67
202,0,66
203,0,67
204,0,67
205,0,67
206,0,67
207,0,66
208,0,64
209,0,64
210,0,63
211,0,65
212,0,65
213,0,68
214,0,56
215,0,45
216,0,52
217,0,52
218,0,65
219,0,56
220,0,43
221,0,38
222,0,39
223,0,51
224,0,57
225,0,44
226,0,51
227,0,61
