,actual,predict
0,-0.2989476,-0.39629135
1,-0.33977327,-0.39629135
2,-0.33977327,-0.39629135
3,-0.38044196,-0.35334364
4,-0.38044196,-0.31039593
5,-0.38044196,-0.22450052
6,-0.33977327,-0.13860512
7,-0.2989476,-0.052709714
8,-0.21668135,-0.052709714
9,-0.13336314,-0.052709714
10,-0.049654912,-0.13860512
11,-0.049654912,-0.26744822
12,-0.049654912,-0.39629135
13,-0.13336314,-0.52513444
14,-0.2579467,-0.61102986
15,-0.38044196,-0.61102986
16,-0.5016553,-0.56808215
17,-0.5819448,-0.48218673
18,-0.5819448,-0.39629135
19,-0.54184544,-0.31039593
20,-0.46136454,-0.26744822
21,-0.38044196,-0.26744822
22,-0.2989476,-0.31039593
23,-0.2579467,-0.43923903
24,-0.2579467,-0.56808215
25,-0.2989476,-0.6539776
26,-0.42096063,-0.6539776
27,-0.54184544,-0.61102986
28,-0.62194914,-0.48218673
29,-0.62194914,-0.31039593
