,actual,predict
0,0.13141936,0.03441304
1,0.092059344,-0.0094252275
2,0.052841134,-0.0094252275
3,0.013813484,-0.0094252275
4,-0.02492766,-0.0094252275
5,-0.02492766,0.03441304
6,-0.02492766,0.03441304
7,-0.02492766,-0.0094252275
8,0.013813484,-0.053263497
9,0.013813484,-0.09710176
10,-0.02492766,-0.14094004
11,-0.06329036,-0.1847783
12,-0.10150909,-0.22861658
13,-0.13959278,-0.22861658
14,-0.17757052,-0.22861658
15,-0.21542045,-0.1847783
16,-0.21542045,-0.14094004
17,-0.21542045,-0.09710176
18,-0.17757052,-0.053263497
19,-0.13959278,-0.0094252275
20,-0.10150909,-0.0094252275
21,-0.06329036,-0.0094252275
22,-0.02492766,-0.0094252275
23,-0.02492766,-0.053263497
24,-0.02492766,-0.09710176
25,-0.02492766,-0.14094004
26,-0.06329036,-0.22861658
27,-0.10150909,-0.27245486
28,-0.13959278,-0.36013138
29,-0.21542045,-0.36013138
