,actual,predict
0,-0.09551463,-0.0023234608
1,-0.054725796,0.041681476
2,-0.013854276,0.085686415
3,-0.013854276,0.1736963
4,0.02699178,0.21770123
5,0.06797896,0.26170617
6,0.15078948,0.26170617
7,0.1924843,0.26170617
8,0.23435196,0.21770123
9,0.23435196,0.12969135
10,0.23435196,0.041681476
11,0.1924843,-0.090333335
12,0.109269485,-0.13433827
13,0.02699178,-0.1783432
14,-0.09551463,-0.1783432
15,-0.13620795,-0.090333335
16,-0.17683241,-0.0463284
17,-0.17683241,0.041681476
18,-0.09551463,0.041681476
19,-0.054725796,-0.0023234608
20,0.02699178,-0.13433827
21,0.02699178,-0.35436296
22,-0.013854276,-0.57438767
23,-0.13620795,-0.7944123
24,-0.3385037,-0.9704321
25,-0.53754324,-1.058442
26,-0.73299044,-1.1024469
27,-0.88658434,-1.0144371
28,-0.96239215,-0.8824222
29,-1.0000442,-0.7064025
