,actual,predict
0,-0.5394531,-1.2029083
1,-0.5859883,-1.1105636
2,-0.6091334,-0.9720468
3,-0.6091334,-0.7873576
4,-0.56276125,-0.6488407
5,-0.49260122,-0.55649614
6,-0.3979184,-0.5103239
7,-0.3260454,-0.55649614
8,-0.27770653,-0.6488407
9,-0.2534154,-0.7873576
10,-0.27770653,-0.92587453
11,-0.3260454,-1.0182191
12,-0.3979184,-1.0643914
13,-0.46905708,-1.0182191
14,-0.51606435,-0.8797022
15,-0.5394531,-0.69501305
16,-0.51606435,-0.371807
17,-0.44542208,0.04374363
18,-0.3500952,0.55163884
19,-0.17981781,1.1518786
20,0.046740923,1.844463
21,0.33239067,2.629392
22,0.66537154,3.4604933
23,1.0353955,4.3377666
24,1.435724,5.122696
25,1.8357723,5.769108
26,2.2226813,6.1846585
27,2.5367782,6.3231754
28,2.7718444,6.1384864
29,2.904854,5.584419
