,actual,predict
0,-0.21264423,-0.22401671
1,-0.21264423,-0.2675092
2,-0.17026617,-0.39798662
3,-0.21264423,-0.48497158
4,-0.25476378,-0.615449
5,-0.3800301,-0.702434
6,-0.46301305,-0.74592644
7,-0.5869721,-0.74592644
8,-0.6692479,-0.6589415
9,-0.7102764,-0.5284641
10,-0.7102764,-0.39798662
11,-0.62814534,-0.2675092
12,-0.5044002,-0.18052423
13,-0.3800301,-0.13703175
14,-0.25476378,-0.18052423
15,-0.17026617,-0.2675092
16,-0.12763877,-0.39798662
17,-0.17026617,-0.5284641
18,-0.25476378,-0.6589415
19,-0.3800301,-0.78941894
20,-0.5044002,-0.83291143
21,-0.62814534,-0.78941894
22,-0.75122774,-0.702434
23,-0.79211175,-0.5719565
24,-0.75122774,-0.39798662
25,-0.6692479,-0.2675092
26,-0.54572284,-0.18052423
27,-0.3800301,-0.18052423
28,-0.25476378,-0.18052423
29,-0.17026617,-0.2675092
